start,end,MW_load
2015-05-03 06:00:00+00:00,2015-05-03 07:00:00+00:00,12810
2015-05-03 07:00:00+00:00,2015-05-03 08:00:00+00:00,13113
2015-05-03 08:00:00+00:00,2015-05-03 09:00:00+00:00,13186
2015-05-03 09:00:00+00:00,2015-05-03 10:00:00+00:00,13400
2015-05-03 10:00:00+00:00,2015-05-03 11:00:00+00:00,13903
2015-05-03 11:00:00+00:00,2015-05-03 12:00:00+00:00,13624
2015-05-03 12:00:00+00:00,2015-05-03 13:00:00+00:00,13313
2015-05-03 13:00:00+00:00,2015-05-03 14:00:00+00:00,13186
2015-05-03 14:00:00+00:00,2015-05-03 15:00:00+00:00,13200
2015-05-03 15:00:00+00:00,2015-05-03 16:00:00+00:00,13333
2015-05-03 16:00:00+00:00,2015-05-03 17:00:00+00:00,13521
2015-05-03 17:00:00+00:00,2015-05-03 18:00:00+00:00,13546
2015-05-03 18:00:00+00:00,2015-05-03 19:00:00+00:00,13491
2015-05-03 19:00:00+00:00,2015-05-03 20:00:00+00:00,13519
2015-05-03 20:00:00+00:00,2015-05-03 21:00:00+00:00,13155
2015-05-03 21:00:00+00:00,2015-05-03 22:00:00+00:00,12715
2015-05-03 22:00:00+00:00,2015-05-03 23:00:00+00:00,12523
2015-05-03 23:00:00+00:00,2015-05-04 00:00:00+00:00,12421
2015-05-04 00:00:00+00:00,2015-05-04 01:00:00+00:00,12386
2015-05-04 01:00:00+00:00,2015-05-04 02:00:00+00:00,12555
2015-05-04 02:00:00+00:00,2015-05-04 03:00:00+00:00,12587
2015-05-04 03:00:00+00:00,2015-05-04 04:00:00+00:00,13278
2015-05-04 04:00:00+00:00,2015-05-04 05:00:00+00:00,14760
2015-05-04 05:00:00+00:00,2015-05-04 06:00:00+00:00,16605
2015-05-04 06:00:00+00:00,2015-05-04 07:00:00+00:00,17001
2015-05-04 07:00:00+00:00,2015-05-04 08:00:00+00:00,16947
2015-05-04 08:00:00+00:00,2015-05-04 09:00:00+00:00,16968
2015-05-04 09:00:00+00:00,2015-05-04 10:00:00+00:00,17046
2015-05-04 10:00:00+00:00,2015-05-04 11:00:00+00:00,16806
2015-05-04 11:00:00+00:00,2015-05-04 12:00:00+00:00,16681
2015-05-04 12:00:00+00:00,2015-05-04 13:00:00+00:00,16715
2015-05-04 13:00:00+00:00,2015-05-04 14:00:00+00:00,16664
2015-05-04 14:00:00+00:00,2015-05-04 15:00:00+00:00,16510
2015-05-04 15:00:00+00:00,2015-05-04 16:00:00+00:00,16603
2015-05-04 16:00:00+00:00,2015-05-04 17:00:00+00:00,16455
2015-05-04 17:00:00+00:00,2015-05-04 18:00:00+00:00,16284
2015-05-04 18:00:00+00:00,2015-05-04 19:00:00+00:00,16215
2015-05-04 19:00:00+00:00,2015-05-04 20:00:00+00:00,16140
2015-05-04 20:00:00+00:00,2015-05-04 21:00:00+00:00,15020
2015-05-04 21:00:00+00:00,2015-05-04 22:00:00+00:00,13868
2015-05-04 22:00:00+00:00,2015-05-04 23:00:00+00:00,12964
2015-05-04 23:00:00+00:00,2015-05-05 00:00:00+00:00,12623
2015-05-05 00:00:00+00:00,2015-05-05 01:00:00+00:00,12430
2015-05-05 01:00:00+00:00,2015-05-05 02:00:00+00:00,12414
2015-05-05 02:00:00+00:00,2015-05-05 03:00:00+00:00,12406
2015-05-05 03:00:00+00:00,2015-05-05 04:00:00+00:00,12739
2015-05-05 04:00:00+00:00,2015-05-05 05:00:00+00:00,14433
2015-05-05 05:00:00+00:00,2015-05-05 06:00:00+00:00,15948
2015-05-05 06:00:00+00:00,2015-05-05 07:00:00+00:00,16528
2015-05-05 07:00:00+00:00,2015-05-05 08:00:00+00:00,16584
2015-05-05 08:00:00+00:00,2015-05-05 09:00:00+00:00,16379
2015-05-05 09:00:00+00:00,2015-05-05 10:00:00+00:00,16349
2015-05-05 10:00:00+00:00,2015-05-05 11:00:00+00:00,16034
2015-05-05 11:00:00+00:00,2015-05-05 12:00:00+00:00,15684
2015-05-05 12:00:00+00:00,2015-05-05 13:00:00+00:00,15613
2015-05-05 13:00:00+00:00,2015-05-05 14:00:00+00:00,15724
2015-05-05 14:00:00+00:00,2015-05-05 15:00:00+00:00,15522
2015-05-05 15:00:00+00:00,2015-05-05 16:00:00+00:00,15876
2015-05-05 16:00:00+00:00,2015-05-05 17:00:00+00:00,15663
2015-05-05 17:00:00+00:00,2015-05-05 18:00:00+00:00,15617
2015-05-05 18:00:00+00:00,2015-05-05 19:00:00+00:00,15625
2015-05-05 19:00:00+00:00,2015-05-05 20:00:00+00:00,15264
2015-05-05 20:00:00+00:00,2015-05-05 21:00:00+00:00,14122
2015-05-05 21:00:00+00:00,2015-05-05 22:00:00+00:00,13148
2015-05-05 22:00:00+00:00,2015-05-05 23:00:00+00:00,12420
2015-05-05 23:00:00+00:00,2015-05-06 00:00:00+00:00,12189
2015-05-06 00:00:00+00:00,2015-05-06 01:00:00+00:00,12174
2015-05-06 01:00:00+00:00,2015-05-06 02:00:00+00:00,11968
2015-05-06 02:00:00+00:00,2015-05-06 03:00:00+00:00,12069
2015-05-06 03:00:00+00:00,2015-05-06 04:00:00+00:00,12283
2015-05-06 04:00:00+00:00,2015-05-06 05:00:00+00:00,14334
2015-05-06 05:00:00+00:00,2015-05-06 06:00:00+00:00,15922
2015-05-06 06:00:00+00:00,2015-05-06 07:00:00+00:00,16444
2015-05-06 07:00:00+00:00,2015-05-06 08:00:00+00:00,16360
2015-05-06 08:00:00+00:00,2015-05-06 09:00:00+00:00,16403
2015-05-06 09:00:00+00:00,2015-05-06 10:00:00+00:00,15977
2015-05-06 10:00:00+00:00,2015-05-06 11:00:00+00:00,15834
2015-05-06 11:00:00+00:00,2015-05-06 12:00:00+00:00,15560
2015-05-06 12:00:00+00:00,2015-05-06 13:00:00+00:00,15265
2015-05-06 13:00:00+00:00,2015-05-06 14:00:00+00:00,15297
2015-05-06 14:00:00+00:00,2015-05-06 15:00:00+00:00,15100
2015-05-06 15:00:00+00:00,2015-05-06 16:00:00+00:00,14983
2015-05-06 16:00:00+00:00,2015-05-06 17:00:00+00:00,14750
2015-05-06 17:00:00+00:00,2015-05-06 18:00:00+00:00,14821
2015-05-06 18:00:00+00:00,2015-05-06 19:00:00+00:00,14413
2015-05-06 19:00:00+00:00,2015-05-06 20:00:00+00:00,14273
2015-05-06 20:00:00+00:00,2015-05-06 21:00:00+00:00,13638
2015-05-06 21:00:00+00:00,2015-05-06 22:00:00+00:00,12717
2015-05-06 22:00:00+00:00,2015-05-06 23:00:00+00:00,12185
2015-05-06 23:00:00+00:00,2015-05-07 00:00:00+00:00,11634
2015-05-07 00:00:00+00:00,2015-05-07 01:00:00+00:00,11697
2015-05-07 01:00:00+00:00,2015-05-07 02:00:00+00:00,11761
2015-05-07 02:00:00+00:00,2015-05-07 03:00:00+00:00,11769
2015-05-07 03:00:00+00:00,2015-05-07 04:00:00+00:00,12147
2015-05-07 04:00:00+00:00,2015-05-07 05:00:00+00:00,13708
2015-05-07 05:00:00+00:00,2015-05-07 06:00:00+00:00,15398
2015-05-07 06:00:00+00:00,2015-05-07 07:00:00+00:00,15689
2015-05-07 07:00:00+00:00,2015-05-07 08:00:00+00:00,15665
2015-05-07 08:00:00+00:00,2015-05-07 09:00:00+00:00,15699
2015-05-07 09:00:00+00:00,2015-05-07 10:00:00+00:00,15467
2015-05-07 10:00:00+00:00,2015-05-07 11:00:00+00:00,15580
2015-05-07 11:00:00+00:00,2015-05-07 12:00:00+00:00,15670
2015-05-07 12:00:00+00:00,2015-05-07 13:00:00+00:00,15369
2015-05-07 13:00:00+00:00,2015-05-07 14:00:00+00:00,15475
2015-05-07 14:00:00+00:00,2015-05-07 15:00:00+00:00,15182
2015-05-07 15:00:00+00:00,2015-05-07 16:00:00+00:00,15177
2015-05-07 16:00:00+00:00,2015-05-07 17:00:00+00:00,14893
2015-05-07 17:00:00+00:00,2015-05-07 18:00:00+00:00,14668
2015-05-07 18:00:00+00:00,2015-05-07 19:00:00+00:00,14823
2015-05-07 19:00:00+00:00,2015-05-07 20:00:00+00:00,14689
2015-05-07 20:00:00+00:00,2015-05-07 21:00:00+00:00,13733
2015-05-07 21:00:00+00:00,2015-05-07 22:00:00+00:00,13269
2015-05-07 22:00:00+00:00,2015-05-07 23:00:00+00:00,12515
2015-05-07 23:00:00+00:00,2015-05-08 00:00:00+00:00,12067
2015-05-08 00:00:00+00:00,2015-05-08 01:00:00+00:00,12043
2015-05-08 01:00:00+00:00,2015-05-08 02:00:00+00:00,12093
2015-05-08 02:00:00+00:00,2015-05-08 03:00:00+00:00,12244
2015-05-08 03:00:00+00:00,2015-05-08 04:00:00+00:00,12588
2015-05-08 04:00:00+00:00,2015-05-08 05:00:00+00:00,14199
2015-05-08 05:00:00+00:00,2015-05-08 06:00:00+00:00,15879
2015-05-08 06:00:00+00:00,2015-05-08 07:00:00+00:00,16361
2015-05-08 07:00:00+00:00,2015-05-08 08:00:00+00:00,16184
2015-05-08 08:00:00+00:00,2015-05-08 09:00:00+00:00,16119
2015-05-08 09:00:00+00:00,2015-05-08 10:00:00+00:00,16300
2015-05-08 10:00:00+00:00,2015-05-08 11:00:00+00:00,16122
2015-05-08 11:00:00+00:00,2015-05-08 12:00:00+00:00,15275
2015-05-08 12:00:00+00:00,2015-05-08 13:00:00+00:00,14791
2015-05-08 13:00:00+00:00,2015-05-08 14:00:00+00:00,14544
2015-05-08 14:00:00+00:00,2015-05-08 15:00:00+00:00,14060
2015-05-08 15:00:00+00:00,2015-05-08 16:00:00+00:00,14470
2015-05-08 16:00:00+00:00,2015-05-08 17:00:00+00:00,14065
2015-05-08 17:00:00+00:00,2015-05-08 18:00:00+00:00,13834
2015-05-08 18:00:00+00:00,2015-05-08 19:00:00+00:00,13660
2015-05-08 19:00:00+00:00,2015-05-08 20:00:00+00:00,13870
2015-05-08 20:00:00+00:00,2015-05-08 21:00:00+00:00,13495
2015-05-08 21:00:00+00:00,2015-05-08 22:00:00+00:00,12959
2015-05-08 22:00:00+00:00,2015-05-08 23:00:00+00:00,12459
2015-05-08 23:00:00+00:00,2015-05-09 00:00:00+00:00,12236
2015-05-09 00:00:00+00:00,2015-05-09 01:00:00+00:00,12180
2015-05-09 01:00:00+00:00,2015-05-09 02:00:00+00:00,12144
2015-05-09 02:00:00+00:00,2015-05-09 03:00:00+00:00,12058
2015-05-09 03:00:00+00:00,2015-05-09 04:00:00+00:00,11786
2015-05-09 04:00:00+00:00,2015-05-09 05:00:00+00:00,12216
2015-05-09 05:00:00+00:00,2015-05-09 06:00:00+00:00,12771
2015-05-09 06:00:00+00:00,2015-05-09 07:00:00+00:00,13451
2015-05-09 07:00:00+00:00,2015-05-09 08:00:00+00:00,13855
2015-05-09 08:00:00+00:00,2015-05-09 09:00:00+00:00,13861
2015-05-09 09:00:00+00:00,2015-05-09 10:00:00+00:00,13596
2015-05-09 10:00:00+00:00,2015-05-09 11:00:00+00:00,13618
2015-05-09 11:00:00+00:00,2015-05-09 12:00:00+00:00,13474
2015-05-09 12:00:00+00:00,2015-05-09 13:00:00+00:00,13308
2015-05-09 13:00:00+00:00,2015-05-09 14:00:00+00:00,13322
2015-05-09 14:00:00+00:00,2015-05-09 15:00:00+00:00,13424
2015-05-09 15:00:00+00:00,2015-05-09 16:00:00+00:00,13641
2015-05-09 16:00:00+00:00,2015-05-09 17:00:00+00:00,13690
2015-05-09 17:00:00+00:00,2015-05-09 18:00:00+00:00,13660
2015-05-09 18:00:00+00:00,2015-05-09 19:00:00+00:00,13367
2015-05-09 19:00:00+00:00,2015-05-09 20:00:00+00:00,13299
2015-05-09 20:00:00+00:00,2015-05-09 21:00:00+00:00,12849
2015-05-09 21:00:00+00:00,2015-05-09 22:00:00+00:00,12425
2015-05-09 22:00:00+00:00,2015-05-09 23:00:00+00:00,12269
2015-05-09 23:00:00+00:00,2015-05-10 00:00:00+00:00,12130
2015-05-10 00:00:00+00:00,2015-05-10 01:00:00+00:00,11763
2015-05-10 01:00:00+00:00,2015-05-10 02:00:00+00:00,11621
2015-05-10 02:00:00+00:00,2015-05-10 03:00:00+00:00,11385
2015-05-10 03:00:00+00:00,2015-05-10 04:00:00+00:00,11358
2015-05-10 04:00:00+00:00,2015-05-10 05:00:00+00:00,11792
2015-05-10 05:00:00+00:00,2015-05-10 06:00:00+00:00,12472
2015-05-10 06:00:00+00:00,2015-05-10 07:00:00+00:00,13066
2015-05-10 07:00:00+00:00,2015-05-10 08:00:00+00:00,13221
2015-05-10 08:00:00+00:00,2015-05-10 09:00:00+00:00,14109
2015-05-10 09:00:00+00:00,2015-05-10 10:00:00+00:00,13984
2015-05-10 10:00:00+00:00,2015-05-10 11:00:00+00:00,14176
2015-05-10 11:00:00+00:00,2015-05-10 12:00:00+00:00,14296
2015-05-10 12:00:00+00:00,2015-05-10 13:00:00+00:00,14281
2015-05-10 13:00:00+00:00,2015-05-10 14:00:00+00:00,14182
2015-05-10 14:00:00+00:00,2015-05-10 15:00:00+00:00,14268
2015-05-10 15:00:00+00:00,2015-05-10 16:00:00+00:00,14449
2015-05-10 16:00:00+00:00,2015-05-10 17:00:00+00:00,14475
2015-05-10 17:00:00+00:00,2015-05-10 18:00:00+00:00,14886
2015-05-10 18:00:00+00:00,2015-05-10 19:00:00+00:00,14823
2015-05-10 19:00:00+00:00,2015-05-10 20:00:00+00:00,14899
2015-05-10 20:00:00+00:00,2015-05-10 21:00:00+00:00,14489
2015-05-10 21:00:00+00:00,2015-05-10 22:00:00+00:00,13523
2015-05-10 22:00:00+00:00,2015-05-10 23:00:00+00:00,12727
2015-05-10 23:00:00+00:00,2015-05-11 00:00:00+00:00,12525
2015-05-11 00:00:00+00:00,2015-05-11 01:00:00+00:00,12531
2015-05-11 01:00:00+00:00,2015-05-11 02:00:00+00:00,12916
2015-05-11 02:00:00+00:00,2015-05-11 03:00:00+00:00,12904
2015-05-11 03:00:00+00:00,2015-05-11 04:00:00+00:00,13424
2015-05-11 04:00:00+00:00,2015-05-11 05:00:00+00:00,14635
2015-05-11 05:00:00+00:00,2015-05-11 06:00:00+00:00,16094
2015-05-11 06:00:00+00:00,2015-05-11 07:00:00+00:00,16185
2015-05-11 07:00:00+00:00,2015-05-11 08:00:00+00:00,15685
2015-05-11 08:00:00+00:00,2015-05-11 09:00:00+00:00,15660
2015-05-11 09:00:00+00:00,2015-05-11 10:00:00+00:00,15388
2015-05-11 10:00:00+00:00,2015-05-11 11:00:00+00:00,15300
2015-05-11 11:00:00+00:00,2015-05-11 12:00:00+00:00,15302
2015-05-11 12:00:00+00:00,2015-05-11 13:00:00+00:00,15038
2015-05-11 13:00:00+00:00,2015-05-11 14:00:00+00:00,14961
2015-05-11 14:00:00+00:00,2015-05-11 15:00:00+00:00,14742
2015-05-11 15:00:00+00:00,2015-05-11 16:00:00+00:00,14708
2015-05-11 16:00:00+00:00,2015-05-11 17:00:00+00:00,14533
2015-05-11 17:00:00+00:00,2015-05-11 18:00:00+00:00,14569
2015-05-11 18:00:00+00:00,2015-05-11 19:00:00+00:00,14489
2015-05-11 19:00:00+00:00,2015-05-11 20:00:00+00:00,14326
2015-05-11 20:00:00+00:00,2015-05-11 21:00:00+00:00,13509
2015-05-11 21:00:00+00:00,2015-05-11 22:00:00+00:00,12594
2015-05-11 22:00:00+00:00,2015-05-11 23:00:00+00:00,12100
2015-05-11 23:00:00+00:00,2015-05-12 00:00:00+00:00,11967
2015-05-12 00:00:00+00:00,2015-05-12 01:00:00+00:00,11985
2015-05-12 01:00:00+00:00,2015-05-12 02:00:00+00:00,11903
2015-05-12 02:00:00+00:00,2015-05-12 03:00:00+00:00,12071
2015-05-12 03:00:00+00:00,2015-05-12 04:00:00+00:00,12509
2015-05-12 04:00:00+00:00,2015-05-12 05:00:00+00:00,13964
2015-05-12 05:00:00+00:00,2015-05-12 06:00:00+00:00,15646
2015-05-12 06:00:00+00:00,2015-05-12 07:00:00+00:00,16074
2015-05-12 07:00:00+00:00,2015-05-12 08:00:00+00:00,16150
2015-05-12 08:00:00+00:00,2015-05-12 09:00:00+00:00,16269
2015-05-12 09:00:00+00:00,2015-05-12 10:00:00+00:00,16280
2015-05-12 10:00:00+00:00,2015-05-12 11:00:00+00:00,16097
2015-05-12 11:00:00+00:00,2015-05-12 12:00:00+00:00,16070
2015-05-12 12:00:00+00:00,2015-05-12 13:00:00+00:00,15872
2015-05-12 13:00:00+00:00,2015-05-12 14:00:00+00:00,16080
2015-05-12 14:00:00+00:00,2015-05-12 15:00:00+00:00,16034
2015-05-12 15:00:00+00:00,2015-05-12 16:00:00+00:00,15842
2015-05-12 16:00:00+00:00,2015-05-12 17:00:00+00:00,15688
2015-05-12 17:00:00+00:00,2015-05-12 18:00:00+00:00,15495
2015-05-12 18:00:00+00:00,2015-05-12 19:00:00+00:00,15072
2015-05-12 19:00:00+00:00,2015-05-12 20:00:00+00:00,14828
2015-05-12 20:00:00+00:00,2015-05-12 21:00:00+00:00,14136
2015-05-12 21:00:00+00:00,2015-05-12 22:00:00+00:00,13189
2015-05-12 22:00:00+00:00,2015-05-12 23:00:00+00:00,12749
2015-05-12 23:00:00+00:00,2015-05-13 00:00:00+00:00,12370
2015-05-13 00:00:00+00:00,2015-05-13 01:00:00+00:00,12208
2015-05-13 01:00:00+00:00,2015-05-13 02:00:00+00:00,12309
2015-05-13 02:00:00+00:00,2015-05-13 03:00:00+00:00,12260
2015-05-13 03:00:00+00:00,2015-05-13 04:00:00+00:00,12800
2015-05-13 04:00:00+00:00,2015-05-13 05:00:00+00:00,14320
2015-05-13 05:00:00+00:00,2015-05-13 06:00:00+00:00,15908
2015-05-13 06:00:00+00:00,2015-05-13 07:00:00+00:00,16598
2015-05-13 07:00:00+00:00,2015-05-13 08:00:00+00:00,16460
2015-05-13 08:00:00+00:00,2015-05-13 09:00:00+00:00,16336
2015-05-13 09:00:00+00:00,2015-05-13 10:00:00+00:00,16123
2015-05-13 10:00:00+00:00,2015-05-13 11:00:00+00:00,16124
2015-05-13 11:00:00+00:00,2015-05-13 12:00:00+00:00,16115
2015-05-13 12:00:00+00:00,2015-05-13 13:00:00+00:00,15971
2015-05-13 13:00:00+00:00,2015-05-13 14:00:00+00:00,15567
2015-05-13 14:00:00+00:00,2015-05-13 15:00:00+00:00,15191
2015-05-13 15:00:00+00:00,2015-05-13 16:00:00+00:00,15371
2015-05-13 16:00:00+00:00,2015-05-13 17:00:00+00:00,15544
2015-05-13 17:00:00+00:00,2015-05-13 18:00:00+00:00,15383
2015-05-13 18:00:00+00:00,2015-05-13 19:00:00+00:00,15059
2015-05-13 19:00:00+00:00,2015-05-13 20:00:00+00:00,14836
2015-05-13 20:00:00+00:00,2015-05-13 21:00:00+00:00,14274
2015-05-13 21:00:00+00:00,2015-05-13 22:00:00+00:00,13356
2015-05-13 22:00:00+00:00,2015-05-13 23:00:00+00:00,12599
2015-05-13 23:00:00+00:00,2015-05-14 00:00:00+00:00,12174
2015-05-14 00:00:00+00:00,2015-05-14 01:00:00+00:00,12154
2015-05-14 01:00:00+00:00,2015-05-14 02:00:00+00:00,12308
2015-05-14 02:00:00+00:00,2015-05-14 03:00:00+00:00,12168
2015-05-14 03:00:00+00:00,2015-05-14 04:00:00+00:00,12233
2015-05-14 04:00:00+00:00,2015-05-14 05:00:00+00:00,12486
2015-05-14 05:00:00+00:00,2015-05-14 06:00:00+00:00,13136
2015-05-14 06:00:00+00:00,2015-05-14 07:00:00+00:00,13731
2015-05-14 07:00:00+00:00,2015-05-14 08:00:00+00:00,14245
2015-05-14 08:00:00+00:00,2015-05-14 09:00:00+00:00,14444
2015-05-14 09:00:00+00:00,2015-05-14 10:00:00+00:00,14436
2015-05-14 10:00:00+00:00,2015-05-14 11:00:00+00:00,14321
2015-05-14 11:00:00+00:00,2015-05-14 12:00:00+00:00,13975
2015-05-14 12:00:00+00:00,2015-05-14 13:00:00+00:00,13718
2015-05-14 13:00:00+00:00,2015-05-14 14:00:00+00:00,13829
2015-05-14 14:00:00+00:00,2015-05-14 15:00:00+00:00,13835
2015-05-14 15:00:00+00:00,2015-05-14 16:00:00+00:00,14338
2015-05-14 16:00:00+00:00,2015-05-14 17:00:00+00:00,14279
2015-05-14 17:00:00+00:00,2015-05-14 18:00:00+00:00,14249
2015-05-14 18:00:00+00:00,2015-05-14 19:00:00+00:00,14244
2015-05-14 19:00:00+00:00,2015-05-14 20:00:00+00:00,14269
2015-05-14 20:00:00+00:00,2015-05-14 21:00:00+00:00,14027
2015-05-14 21:00:00+00:00,2015-05-14 22:00:00+00:00,13429
2015-05-14 22:00:00+00:00,2015-05-14 23:00:00+00:00,12660
2015-05-14 23:00:00+00:00,2015-05-15 00:00:00+00:00,12362
2015-05-15 00:00:00+00:00,2015-05-15 01:00:00+00:00,12228
2015-05-15 01:00:00+00:00,2015-05-15 02:00:00+00:00,12312
2015-05-15 02:00:00+00:00,2015-05-15 03:00:00+00:00,12178
2015-05-15 03:00:00+00:00,2015-05-15 04:00:00+00:00,12345
2015-05-15 04:00:00+00:00,2015-05-15 05:00:00+00:00,13649
2015-05-15 05:00:00+00:00,2015-05-15 06:00:00+00:00,14656
2015-05-15 06:00:00+00:00,2015-05-15 07:00:00+00:00,15390
2015-05-15 07:00:00+00:00,2015-05-15 08:00:00+00:00,15711
2015-05-15 08:00:00+00:00,2015-05-15 09:00:00+00:00,15361
2015-05-15 09:00:00+00:00,2015-05-15 10:00:00+00:00,15385
2015-05-15 10:00:00+00:00,2015-05-15 11:00:00+00:00,15246
2015-05-15 11:00:00+00:00,2015-05-15 12:00:00+00:00,15104
2015-05-15 12:00:00+00:00,2015-05-15 13:00:00+00:00,15097
2015-05-15 13:00:00+00:00,2015-05-15 14:00:00+00:00,15088
2015-05-15 14:00:00+00:00,2015-05-15 15:00:00+00:00,14950
2015-05-15 15:00:00+00:00,2015-05-15 16:00:00+00:00,15085
2015-05-15 16:00:00+00:00,2015-05-15 17:00:00+00:00,14768
2015-05-15 17:00:00+00:00,2015-05-15 18:00:00+00:00,14513
2015-05-15 18:00:00+00:00,2015-05-15 19:00:00+00:00,14047
2015-05-15 19:00:00+00:00,2015-05-15 20:00:00+00:00,13921
2015-05-15 20:00:00+00:00,2015-05-15 21:00:00+00:00,13911
2015-05-15 21:00:00+00:00,2015-05-15 22:00:00+00:00,13363
2015-05-15 22:00:00+00:00,2015-05-15 23:00:00+00:00,12760
2015-05-15 23:00:00+00:00,2015-05-16 00:00:00+00:00,12545
2015-05-16 00:00:00+00:00,2015-05-16 01:00:00+00:00,12513
2015-05-16 01:00:00+00:00,2015-05-16 02:00:00+00:00,12433
2015-05-16 02:00:00+00:00,2015-05-16 03:00:00+00:00,12234
2015-05-16 03:00:00+00:00,2015-05-16 04:00:00+00:00,12013
2015-05-16 04:00:00+00:00,2015-05-16 05:00:00+00:00,12157
2015-05-16 05:00:00+00:00,2015-05-16 06:00:00+00:00,12644
2015-05-16 06:00:00+00:00,2015-05-16 07:00:00+00:00,13204
2015-05-16 07:00:00+00:00,2015-05-16 08:00:00+00:00,13672
2015-05-16 08:00:00+00:00,2015-05-16 09:00:00+00:00,13762
2015-05-16 09:00:00+00:00,2015-05-16 10:00:00+00:00,13799
2015-05-16 10:00:00+00:00,2015-05-16 11:00:00+00:00,13697
2015-05-16 11:00:00+00:00,2015-05-16 12:00:00+00:00,13507
2015-05-16 12:00:00+00:00,2015-05-16 13:00:00+00:00,13394
2015-05-16 13:00:00+00:00,2015-05-16 14:00:00+00:00,13468
2015-05-16 14:00:00+00:00,2015-05-16 15:00:00+00:00,13396
2015-05-16 15:00:00+00:00,2015-05-16 16:00:00+00:00,13982
2015-05-16 16:00:00+00:00,2015-05-16 17:00:00+00:00,13767
2015-05-16 17:00:00+00:00,2015-05-16 18:00:00+00:00,13897
2015-05-16 18:00:00+00:00,2015-05-16 19:00:00+00:00,13620
2015-05-16 19:00:00+00:00,2015-05-16 20:00:00+00:00,13702
2015-05-16 20:00:00+00:00,2015-05-16 21:00:00+00:00,13441
2015-05-16 21:00:00+00:00,2015-05-16 22:00:00+00:00,12744
2015-05-16 22:00:00+00:00,2015-05-16 23:00:00+00:00,12175
2015-05-16 23:00:00+00:00,2015-05-17 00:00:00+00:00,11866
2015-05-17 00:00:00+00:00,2015-05-17 01:00:00+00:00,12215
2015-05-17 01:00:00+00:00,2015-05-17 02:00:00+00:00,12148
2015-05-17 02:00:00+00:00,2015-05-17 03:00:00+00:00,12079
2015-05-17 03:00:00+00:00,2015-05-17 04:00:00+00:00,11892
2015-05-17 04:00:00+00:00,2015-05-17 05:00:00+00:00,12061
2015-05-17 05:00:00+00:00,2015-05-17 06:00:00+00:00,12685
2015-05-17 06:00:00+00:00,2015-05-17 07:00:00+00:00,13300
2015-05-17 07:00:00+00:00,2015-05-17 08:00:00+00:00,13769
2015-05-17 08:00:00+00:00,2015-05-17 09:00:00+00:00,14291
2015-05-17 09:00:00+00:00,2015-05-17 10:00:00+00:00,14567
2015-05-17 10:00:00+00:00,2015-05-17 11:00:00+00:00,14502
2015-05-17 11:00:00+00:00,2015-05-17 12:00:00+00:00,14357
2015-05-17 12:00:00+00:00,2015-05-17 13:00:00+00:00,14246
2015-05-17 13:00:00+00:00,2015-05-17 14:00:00+00:00,14330
2015-05-17 14:00:00+00:00,2015-05-17 15:00:00+00:00,14581
2015-05-17 15:00:00+00:00,2015-05-17 16:00:00+00:00,14870
2015-05-17 16:00:00+00:00,2015-05-17 17:00:00+00:00,14749
2015-05-17 17:00:00+00:00,2015-05-17 18:00:00+00:00,14916
2015-05-17 18:00:00+00:00,2015-05-17 19:00:00+00:00,14933
2015-05-17 19:00:00+00:00,2015-05-17 20:00:00+00:00,14788
2015-05-17 20:00:00+00:00,2015-05-17 21:00:00+00:00,14361
2015-05-17 21:00:00+00:00,2015-05-17 22:00:00+00:00,13576
2015-05-17 22:00:00+00:00,2015-05-17 23:00:00+00:00,12825
2015-05-17 23:00:00+00:00,2015-05-18 00:00:00+00:00,12528
2015-05-18 00:00:00+00:00,2015-05-18 01:00:00+00:00,12492
2015-05-18 01:00:00+00:00,2015-05-18 02:00:00+00:00,12467
2015-05-18 02:00:00+00:00,2015-05-18 03:00:00+00:00,12371
2015-05-18 03:00:00+00:00,2015-05-18 04:00:00+00:00,12874
2015-05-18 04:00:00+00:00,2015-05-18 05:00:00+00:00,14915
2015-05-18 05:00:00+00:00,2015-05-18 06:00:00+00:00,16389
2015-05-18 06:00:00+00:00,2015-05-18 07:00:00+00:00,16717
2015-05-18 07:00:00+00:00,2015-05-18 08:00:00+00:00,16612
2015-05-18 08:00:00+00:00,2015-05-18 09:00:00+00:00,16511
2015-05-18 09:00:00+00:00,2015-05-18 10:00:00+00:00,16454
2015-05-18 10:00:00+00:00,2015-05-18 11:00:00+00:00,16298
2015-05-18 11:00:00+00:00,2015-05-18 12:00:00+00:00,16098
2015-05-18 12:00:00+00:00,2015-05-18 13:00:00+00:00,15801
2015-05-18 13:00:00+00:00,2015-05-18 14:00:00+00:00,15548
2015-05-18 14:00:00+00:00,2015-05-18 15:00:00+00:00,15430
2015-05-18 15:00:00+00:00,2015-05-18 16:00:00+00:00,15427
2015-05-18 16:00:00+00:00,2015-05-18 17:00:00+00:00,15343
2015-05-18 17:00:00+00:00,2015-05-18 18:00:00+00:00,15114
2015-05-18 18:00:00+00:00,2015-05-18 19:00:00+00:00,14895
2015-05-18 19:00:00+00:00,2015-05-18 20:00:00+00:00,14463
2015-05-18 20:00:00+00:00,2015-05-18 21:00:00+00:00,13910
2015-05-18 21:00:00+00:00,2015-05-18 22:00:00+00:00,13016
2015-05-18 22:00:00+00:00,2015-05-18 23:00:00+00:00,12554
2015-05-18 23:00:00+00:00,2015-05-19 00:00:00+00:00,12276
